,Coordenada $x_{1}$,Coordenada $x_{2}$,Valor de la Función,Abscisas del Punto,Punto Completo
$X_{165}$,5.151396693619144,3.3737390086573242,37.29267739550001,"[5.151396693619144, 3.3737390086573242]","[5.151396693619144, 3.3737390086573242, 37.29267739550001]"
$X_{166}$,8.59980108988287,2.403443871189424,11.326924201405518,"[8.59980108988287, 2.403443871189424]","[8.59980108988287, 2.403443871189424, 11.326924201405518]"
$X_{167}$,-6.026469207467748,-19.14227632360714,-133.41563862650733,"[-6.026469207467748, -19.14227632360714]","[-6.026469207467748, -19.14227632360714, -133.41563862650733]"
$X_{168}$,-10.095408628777921,4.710956576044083,71.07547728969541,"[-10.095408628777921, 4.710956576044083]","[-10.095408628777921, 4.710956576044083, 71.07547728969541]"
$X_{169}$,4.596702792033081,12.830134205333017,91.9858328642567,"[4.596702792033081, 12.830134205333017]","[4.596702792033081, 12.830134205333017, 91.9858328642567]"
$X_{170}$,3.895974102695064,0.40022796624508317,16.431613352631643,"[3.895974102695064, 0.40022796624508317]","[3.895974102695064, 0.40022796624508317, 16.431613352631643]"
$X_{171}$,11.738637632942059,0.29596722063907066,-22.17031475395482,"[11.738637632942059, 0.29596722063907066]","[11.738637632942059, 0.29596722063907066, -22.17031475395482]"
$X_{172}$,-12.111412502492506,-0.8141257522736112,79.5643698899664,"[-12.111412502492506, -0.8141257522736112]","[-12.111412502492506, -0.8141257522736112, 79.5643698899664]"
$X_{173}$,-13.042361158441054,19.948490378968486,241.4310408824816,"[-13.042361158441054, 19.948490378968486]","[-13.042361158441054, 19.948490378968486, 241.4310408824816]"
$X_{174}$,-9.219748734596873,-18.584892115268268,-100.52706914083365,"[-9.219748734596873, -18.584892115268268]","[-9.219748734596873, -18.584892115268268, -100.52706914083365]"
$X_{175}$,12.989159513211092,-6.610442870747395,-155.61604505525705,"[12.989159513211092, -6.610442870747395]","[12.989159513211092, -6.610442870747395, -155.61604505525705]"
$X_{176}$,12.6187478980547,-7.2462054793270525,-100.50843249122403,"[12.6187478980547, -7.2462054793270525]","[12.6187478980547, -7.2462054793270525, -100.50843249122403]"
$X_{177}$,-0.9954670429589605,-1.1300243118187296,21.671139706394506,"[-0.9954670429589605, -1.1300243118187296]","[-0.9954670429589605, -1.1300243118187296, 21.671139706394506]"
$X_{178}$,-13.68919507136377,-13.90674071694412,-48.79516778098537,"[-13.68919507136377, -13.90674071694412]","[-13.68919507136377, -13.90674071694412, -48.79516778098537]"
$X_{179}$,-6.295285244498725,3.1831859450142304,6.609745264657143,"[-6.295285244498725, 3.1831859450142304]","[-6.295285244498725, 3.1831859450142304, 6.609745264657143]"
$X_{180}$,7.360177543571712,-7.812016327821066,-100.52698212327442,"[7.360177543571712, -7.812016327821066]","[7.360177543571712, -7.812016327821066, -100.52698212327442]"
$X_{181}$,-3.7882801098139467,1.4482947728201445,24.634425293720234,"[-3.7882801098139467, 1.4482947728201445]","[-3.7882801098139467, 1.4482947728201445, 24.634425293720234]"
$X_{182}$,-15.733927478134113,-6.5951113880324606,-36.938119940810395,"[-15.733927478134113, -6.5951113880324606]","[-15.733927478134113, -6.5951113880324606, -36.938119940810395]"
$X_{183}$,-16.391956433843102,-6.214668507288831,-32.82113203892295,"[-16.391956433843102, -6.214668507288831]","[-16.391956433843102, -6.214668507288831, -32.82113203892295]"
$X_{184}$,7.923120660068911,14.501477643990938,145.97200371957024,"[7.923120660068911, 14.501477643990938]","[7.923120660068911, 14.501477643990938, 145.97200371957024]"
$X_{185}$,4.326957917756189,16.48930988495421,119.95761525759158,"[4.326957917756189, 16.48930988495421]","[4.326957917756189, 16.48930988495421, 119.95761525759158]"
$X_{186}$,4.624140163657792,-9.774999711139568,-74.08530601307757,"[4.624140163657792, -9.774999711139568]","[4.624140163657792, -9.774999711139568, -74.08530601307757]"
$X_{187}$,-17.556877852328483,-9.251715365927362,-2.2806005661513247,"[-17.556877852328483, -9.251715365927362]","[-17.556877852328483, -9.251715365927362, -2.2806005661513247]"
$X_{188}$,12.183388103784473,-18.133460163213705,-176.16392207193255,"[12.183388103784473, -18.133460163213705]","[12.183388103784473, -18.133460163213705, -176.16392207193255]"
$X_{189}$,-10.414881355371403,-7.795527829752228,19.10879249778433,"[-10.414881355371403, -7.795527829752228]","[-10.414881355371403, -7.795527829752228, 19.10879249778433]"
$X_{190}$,-14.679670478687012,-2.9593943883023073,8.233411049910742,"[-14.679670478687012, -2.9593943883023073]","[-14.679670478687012, -2.9593943883023073, 8.233411049910742]"
$X_{191}$,-17.541048898900783,-1.8191286061207137,96.22256491509415,"[-17.541048898900783, -1.8191286061207137]","[-17.541048898900783, -1.8191286061207137, 96.22256491509415]"
$X_{192}$,18.157385343084492,4.702491839028209,-28.559147967739236,"[18.157385343084492, 4.702491839028209]","[18.157385343084492, 4.702491839028209, -28.559147967739236]"
$X_{193}$,4.880478725241705,18.46165842414696,131.35976143404937,"[4.880478725241705, 18.46165842414696]","[4.880478725241705, 18.46165842414696, 131.35976143404937]"
$X_{194}$,-8.771327119669326,12.58207881542026,148.510275172653,"[-8.771327119669326, 12.58207881542026]","[-8.771327119669326, 12.58207881542026, 148.510275172653]"
$X_{195}$,-10.629552955616571,2.109124812613814,43.75988299919831,"[-10.629552955616571, 2.109124812613814]","[-10.629552955616571, 2.109124812613814, 43.75988299919831]"
$X_{196}$,-19.055581948013018,-0.49729880993844233,56.61915543072463,"[-19.055581948013018, -0.49729880993844233]","[-19.055581948013018, -0.49729880993844233, 56.61915543072463]"
$X_{197}$,4.984313839715039,19.611471290742692,158.00611241711758,"[4.984313839715039, 19.611471290742692]","[4.984313839715039, 19.611471290742692, 158.00611241711758]"
$X_{198}$,1.8578955077086299,16.515450536294296,128.05254518646166,"[1.8578955077086299, 16.515450536294296]","[1.8578955077086299, 16.515450536294296, 128.05254518646166]"
$X_{199}$,-6.1053039183959115,-3.674648109864602,-24.29855255811962,"[-6.1053039183959115, -3.674648109864602]","[-6.1053039183959115, -3.674648109864602, -24.29855255811962]"
$X_{200}$,8.3961511202377,-15.15081870425323,-130.074789111815,"[8.3961511202377, -15.15081870425323]","[8.3961511202377, -15.15081870425323, -130.074789111815]"
$X_{201}$,1.4928692275998259,1.4188240981252456,10.91820192907848,"[1.4928692275998259, 1.4188240981252456]","[1.4928692275998259, 1.4188240981252456, 10.91820192907848]"
$X_{202}$,-5.042673698399952,-5.767136769346131,-24.35837936481314,"[-5.042673698399952, -5.767136769346131]","[-5.042673698399952, -5.767136769346131, -24.35837936481314]"
$X_{203}$,12.924153340027708,-3.9479270317995976,-110.24165594541462,"[12.924153340027708, -3.9479270317995976]","[12.924153340027708, -3.9479270317995976, -110.24165594541462]"
$X_{204}$,3.8969747105445123,9.401273578678769,86.43051006241294,"[3.8969747105445123, 9.401273578678769]","[3.8969747105445123, 9.401273578678769, 86.43051006241294]"
$X_{205}$,0.574527307166818,-16.16437199600542,-179.77620394013002,"[0.574527307166818, -16.16437199600542]","[0.574527307166818, -16.16437199600542, -179.77620394013002]"
$X_{206}$,6.1062970352768104,0.6521670786833411,13.622344110691099,"[6.1062970352768104, 0.6521670786833411]","[6.1062970352768104, 0.6521670786833411, 13.622344110691099]"
$X_{207}$,-8.59716988735929,13.53549835408402,124.14897488456103,"[-8.59716988735929, 13.53549835408402]","[-8.59716988735929, 13.53549835408402, 124.14897488456103]"
$X_{208}$,-1.5212360616450518,-17.39601272410023,-185.69257037217483,"[-1.5212360616450518, -17.39601272410023]","[-1.5212360616450518, -17.39601272410023, -185.69257037217483]"
$X_{209}$,13.065546390921227,-9.662070138179569,-112.19503507068791,"[13.065546390921227, -9.662070138179569]","[13.065546390921227, -9.662070138179569, -112.19503507068791]"
$X_{210}$,-6.392261326662766,-18.290568972759615,-103.12003634246317,"[-6.392261326662766, -18.290568972759615]","[-6.392261326662766, -18.290568972759615, -103.12003634246317]"
$X_{211}$,7.963889142127535,-4.859971182665186,-69.3475370324446,"[7.963889142127535, -4.859971182665186]","[7.963889142127535, -4.859971182665186, -69.3475370324446]"
$X_{212}$,-16.163288370066407,-10.864923441280027,7.823631727685942,"[-16.163288370066407, -10.864923441280027]","[-16.163288370066407, -10.864923441280027, 7.823631727685942]"
$X_{213}$,-0.6871328502376244,-18.310704869494682,-150.23358587266517,"[-0.6871328502376244, -18.310704869494682]","[-0.6871328502376244, -18.310704869494682, -150.23358587266517]"
$X_{214}$,6.639586774011477,-8.770291918512116,-100.35011561922263,"[6.639586774011477, -8.770291918512116]","[6.639586774011477, -8.770291918512116, -100.35011561922263]"
$X_{215}$,-15.584357453923623,-14.807507658760152,-67.09052264062211,"[-15.584357453923623, -14.807507658760152]","[-15.584357453923623, -14.807507658760152, -67.09052264062211]"
$X_{216}$,-13.622455962929845,-16.89111380797368,-97.03899148268475,"[-13.622455962929845, -16.89111380797368]","[-13.622455962929845, -16.89111380797368, -97.03899148268475]"
$X_{217}$,-10.534357371748687,14.288740634957833,162.4289468589671,"[-10.534357371748687, 14.288740634957833]","[-10.534357371748687, 14.288740634957833, 162.4289468589671]"
$X_{218}$,13.454793533148539,-12.482902464717585,-167.06055317224977,"[13.454793533148539, -12.482902464717585]","[13.454793533148539, -12.482902464717585, -167.06055317224977]"
$X_{219}$,9.957653634902634,15.284421955862278,148.41054348370318,"[9.957653634902634, 15.284421955862278]","[9.957653634902634, 15.284421955862278, 148.41054348370318]"
$X_{220}$,14.753198254027112,-17.73034461302993,-202.176046453829,"[14.753198254027112, -17.73034461302993]","[14.753198254027112, -17.73034461302993, -202.176046453829]"
$X_{221}$,-4.356917401410474,-0.00033013057823083614,-7.154405352510416,"[-4.356917401410474, -0.00033013057823083614]","[-4.356917401410474, -0.00033013057823083614, -7.154405352510416]"
$X_{222}$,18.635276583339703,-9.230376683779632,-201.86867359185914,"[18.635276583339703, -9.230376683779632]","[18.635276583339703, -9.230376683779632, -201.86867359185914]"
$X_{223}$,6.3955743181364895,-0.7090757973883797,-61.536361667970745,"[6.3955743181364895, -0.7090757973883797]","[6.3955743181364895, -0.7090757973883797, -61.536361667970745]"
$X_{224}$,-3.701041325391465,5.50109432136955,24.616882818078302,"[-3.701041325391465, 5.50109432136955]","[-3.701041325391465, 5.50109432136955, 24.616882818078302]"
$X_{225}$,6.677438849542394,2.370525251262837,-4.558591658917348,"[6.677438849542394, 2.370525251262837]","[6.677438849542394, 2.370525251262837, -4.558591658917348]"
$X_{226}$,19.691692844423457,15.681955690070119,23.81105003767582,"[19.691692844423457, 15.681955690070119]","[19.691692844423457, 15.681955690070119, 23.81105003767582]"
$X_{227}$,-15.130068095478677,-2.397939025978122,84.5739165684135,"[-15.130068095478677, -2.397939025978122]","[-15.130068095478677, -2.397939025978122, 84.5739165684135]"
$X_{228}$,-2.283601642938372,5.984754706707399,28.175856086375035,"[-2.283601642938372, 5.984754706707399]","[-2.283601642938372, 5.984754706707399, 28.175856086375035]"
$X_{229}$,6.832252713647314,10.724819444260607,60.3921271973726,"[6.832252713647314, 10.724819444260607]","[6.832252713647314, 10.724819444260607, 60.3921271973726]"
$X_{230}$,19.454490109305155,12.643971156097436,57.68563062435338,"[19.454490109305155, 12.643971156097436]","[19.454490109305155, 12.643971156097436, 57.68563062435338]"
$X_{231}$,-14.069239431652548,-7.186145160454679,-9.119733689700908,"[-14.069239431652548, -7.186145160454679]","[-14.069239431652548, -7.186145160454679, -9.119733689700908]"
$X_{232}$,9.53014449832331,-2.503754740961817,-77.53145142636524,"[9.53014449832331, -2.503754740961817]","[9.53014449832331, -2.503754740961817, -77.53145142636524]"
$X_{233}$,-4.2516175401050305,15.300446323916816,114.454665563083,"[-4.2516175401050305, 15.300446323916816]","[-4.2516175401050305, 15.300446323916816, 114.454665563083]"
$X_{234}$,-18.56796029140255,-2.396125145925833,12.57571291452512,"[-18.56796029140255, -2.396125145925833]","[-18.56796029140255, -2.396125145925833, 12.57571291452512]"
$X_{235}$,-17.73519123389353,2.2607869066984563,62.96321788246216,"[-17.73519123389353, 2.2607869066984563]","[-17.73519123389353, 2.2607869066984563, 62.96321788246216]"
$X_{236}$,8.756299429950275,12.672412515893328,50.061099346504065,"[8.756299429950275, 12.672412515893328]","[8.756299429950275, 12.672412515893328, 50.061099346504065]"
$X_{237}$,-11.733386144459272,11.751032808668977,152.23907860592595,"[-11.733386144459272, 11.751032808668977]","[-11.733386144459272, 11.751032808668977, 152.23907860592595]"
$X_{238}$,-4.117832849528082,-16.448371786739358,-136.69933110179377,"[-4.117832849528082, -16.448371786739358]","[-4.117832849528082, -16.448371786739358, -136.69933110179377]"
$X_{239}$,0.5192935814032538,3.369317340763782,19.7076569595833,"[0.5192935814032538, 3.369317340763782]","[0.5192935814032538, 3.369317340763782, 19.7076569595833]"
$X_{240}$,-4.565353463764449,5.201873724970451,54.74676879494295,"[-4.565353463764449, 5.201873724970451]","[-4.565353463764449, 5.201873724970451, 54.74676879494295]"
$X_{241}$,-10.992219539168474,3.195951435509265,67.60282227922613,"[-10.992219539168474, 3.195951435509265]","[-10.992219539168474, 3.195951435509265, 67.60282227922613]"
$X_{242}$,0.13723253751508224,1.2211667887206126,-26.69564837561467,"[0.13723253751508224, 1.2211667887206126]","[0.13723253751508224, 1.2211667887206126, -26.69564837561467]"
$X_{243}$,-5.890183857265239,17.737508835870408,227.70556297835867,"[-5.890183857265239, 17.737508835870408]","[-5.890183857265239, 17.737508835870408, 227.70556297835867]"
$X_{244}$,14.992265407141751,-17.55116570038109,-192.21851347735017,"[14.992265407141751, -17.55116570038109]","[14.992265407141751, -17.55116570038109, -192.21851347735017]"
$X_{245}$,-19.1626041548716,-5.841822798775551,65.66297903882958,"[-19.1626041548716, -5.841822798775551]","[-19.1626041548716, -5.841822798775551, 65.66297903882958]"
$X_{246}$,7.609332504253231,5.015989403696977,34.09593221185058,"[7.609332504253231, 5.015989403696977]","[7.609332504253231, 5.015989403696977, 34.09593221185058]"
$X_{247}$,-0.4767292870580562,11.696540360716096,144.65074955005434,"[-0.4767292870580562, 11.696540360716096]","[-0.4767292870580562, 11.696540360716096, 144.65074955005434]"
$X_{248}$,19.890065587541102,-7.506277293865109,-193.79486407278017,"[19.890065587541102, -7.506277293865109]","[19.890065587541102, -7.506277293865109, -193.79486407278017]"
$X_{249}$,-13.82992759552204,-5.211680384422301,-0.12062013700154317,"[-13.82992759552204, -5.211680384422301]","[-13.82992759552204, -5.211680384422301, -0.12062013700154317]"
$X_{250}$,-9.17887416411514,-6.351173520403384,17.019401202111847,"[-9.17887416411514, -6.351173520403384]","[-9.17887416411514, -6.351173520403384, 17.019401202111847]"
$X_{251}$,17.219860782213992,1.3435618071301327,-39.60112947892626,"[17.219860782213992, 1.3435618071301327]","[17.219860782213992, 1.3435618071301327, -39.60112947892626]"
$X_{252}$,-11.680909456310111,-11.587660892642964,-64.9258259772641,"[-11.680909456310111, -11.587660892642964]","[-11.680909456310111, -11.587660892642964, -64.9258259772641]"
$X_{253}$,18.97622744086887,16.79767883704671,34.21618960545093,"[18.97622744086887, 16.79767883704671]","[18.97622744086887, 16.79767883704671, 34.21618960545093]"
$X_{254}$,16.46837886439912,-6.449798919800136,-162.34115018059063,"[16.46837886439912, -6.449798919800136]","[16.46837886439912, -6.449798919800136, -162.34115018059063]"
$X_{255}$,13.01269548474432,9.600936544210708,40.28628100778177,"[13.01269548474432, 9.600936544210708]","[13.01269548474432, 9.600936544210708, 40.28628100778177]"
$X_{256}$,-11.884190094447487,-8.372586229339927,-36.15372324851124,"[-11.884190094447487, -8.372586229339927]","[-11.884190094447487, -8.372586229339927, -36.15372324851124]"
$X_{257}$,10.150012183696361,-13.863337786741488,-164.39533099250474,"[10.150012183696361, -13.863337786741488]","[10.150012183696361, -13.863337786741488, -164.39533099250474]"
$X_{258}$,15.917207207293494,-7.924933704756931,-108.4862390654406,"[15.917207207293494, -7.924933704756931]","[15.917207207293494, -7.924933704756931, -108.4862390654406]"
$X_{259}$,-7.545426599928668,6.45053065613622,93.26366215335038,"[-7.545426599928668, 6.45053065613622]","[-7.545426599928668, 6.45053065613622, 93.26366215335038]"
$X_{260}$,7.330829972708486,18.010645133943562,165.306408323583,"[7.330829972708486, 18.010645133943562]","[7.330829972708486, 18.010645133943562, 165.306408323583]"
$X_{261}$,-7.750497539680609,-18.33680928804046,-117.5342169234822,"[-7.750497539680609, -18.33680928804046]","[-7.750497539680609, -18.33680928804046, -117.5342169234822]"
$X_{262}$,1.277930489150453,-16.533064879037738,-123.46168361673122,"[1.277930489150453, -16.533064879037738]","[1.277930489150453, -16.533064879037738, -123.46168361673122]"
$X_{263}$,17.461944564528913,17.75137463782478,104.80276440855926,"[17.461944564528913, 17.75137463782478]","[17.461944564528913, 17.75137463782478, 104.80276440855926]"
$X_{264}$,-9.544661880115072,3.541348096369692,55.11628120404113,"[-9.544661880115072, 3.541348096369692]","[-9.544661880115072, 3.541348096369692, 55.11628120404113]"
$X_{265}$,-3.0208597182678396,10.052871464978516,68.8754962436863,"[-3.0208597182678396, 10.052871464978516]","[-3.0208597182678396, 10.052871464978516, 68.8754962436863]"
$X_{266}$,4.73875725914499,14.137080575553973,87.02482588421546,"[4.73875725914499, 14.137080575553973]","[4.73875725914499, 14.137080575553973, 87.02482588421546]"
$X_{267}$,17.689290499060583,-12.846509684886573,-231.1532851935923,"[17.689290499060583, -12.846509684886573]","[17.689290499060583, -12.846509684886573, -231.1532851935923]"
$X_{268}$,2.828356669067418,-12.476844627765246,-142.97798876669975,"[2.828356669067418, -12.476844627765246]","[2.828356669067418, -12.476844627765246, -142.97798876669975]"
$X_{269}$,-18.806166224987606,11.106135904634552,140.52675673129775,"[-18.806166224987606, 11.106135904634552]","[-18.806166224987606, 11.106135904634552, 140.52675673129775]"
$X_{270}$,-12.360196350677114,15.463335994996712,159.43983045271,"[-12.360196350677114, 15.463335994996712]","[-12.360196350677114, 15.463335994996712, 159.43983045271]"
$X_{271}$,-16.707178468577585,-6.586866896862569,20.966862718006688,"[-16.707178468577585, -6.586866896862569]","[-16.707178468577585, -6.586866896862569, 20.966862718006688]"
$X_{272}$,-7.700483072996477,19.915751192644237,172.60645598760397,"[-7.700483072996477, 19.915751192644237]","[-7.700483072996477, 19.915751192644237, 172.60645598760397]"
$X_{273}$,-8.00664315069576,15.595278857303043,180.75364662803938,"[-8.00664315069576, 15.595278857303043]","[-8.00664315069576, 15.595278857303043, 180.75364662803938]"
$X_{274}$,13.006326931263665,13.930011940737963,107.85233300688637,"[13.006326931263665, 13.930011940737963]","[13.006326931263665, 13.930011940737963, 107.85233300688637]"
$X_{275}$,-12.665085655635359,15.468468999771197,246.2203034009053,"[-12.665085655635359, 15.468468999771197]","[-12.665085655635359, 15.468468999771197, 246.2203034009053]"
$X_{276}$,12.44062915895099,10.290888416087505,70.3562844515847,"[12.44062915895099, 10.290888416087505]","[12.44062915895099, 10.290888416087505, 70.3562844515847]"
$X_{277}$,0.6449751422481995,19.44608523613173,167.0262091686412,"[0.6449751422481995, 19.44608523613173]","[0.6449751422481995, 19.44608523613173, 167.0262091686412]"
$X_{278}$,15.860807150751029,18.478820052447325,138.67400866088178,"[15.860807150751029, 18.478820052447325]","[15.860807150751029, 18.478820052447325, 138.67400866088178]"
$X_{279}$,-14.764351884989967,6.147592396417497,108.88833790690508,"[-14.764351884989967, 6.147592396417497]","[-14.764351884989967, 6.147592396417497, 108.88833790690508]"
$X_{280}$,16.50433773598425,-11.208970607011608,-220.38913683812046,"[16.50433773598425, -11.208970607011608]","[16.50433773598425, -11.208970607011608, -220.38913683812046]"
$X_{281}$,-18.684481292657825,-15.286753798092096,-31.891464566844903,"[-18.684481292657825, -15.286753798092096]","[-18.684481292657825, -15.286753798092096, -31.891464566844903]"
$X_{282}$,-2.015568924285674,16.468315152911956,159.1204524238993,"[-2.015568924285674, 16.468315152911956]","[-2.015568924285674, 16.468315152911956, 159.1204524238993]"
$X_{283}$,-12.221926419766191,-9.752195634559971,-22.156452154703697,"[-12.221926419766191, -9.752195634559971]","[-12.221926419766191, -9.752195634559971, -22.156452154703697]"
$X_{284}$,7.7133730065314055,-13.994824088269816,-211.42546455009034,"[7.7133730065314055, -13.994824088269816]","[7.7133730065314055, -13.994824088269816, -211.42546455009034]"
$X_{285}$,4.636233268493054,9.34165994245052,66.47642216285865,"[4.636233268493054, 9.34165994245052]","[4.636233268493054, 9.34165994245052, 66.47642216285865]"
$X_{286}$,-5.365512181861565,-14.119522906102224,-108.49828959087239,"[-5.365512181861565, -14.119522906102224]","[-5.365512181861565, -14.119522906102224, -108.49828959087239]"
$X_{287}$,-8.489693639537643,13.478302256569215,179.2869882244101,"[-8.489693639537643, 13.478302256569215]","[-8.489693639537643, 13.478302256569215, 179.2869882244101]"
$X_{288}$,19.36389591498859,-5.275048285730097,-95.72354402108283,"[19.36389591498859, -5.275048285730097]","[19.36389591498859, -5.275048285730097, -95.72354402108283]"
$X_{289}$,2.324845637949565,-5.419106121086944,-39.692608774038035,"[2.324845637949565, -5.419106121086944]","[2.324845637949565, -5.419106121086944, -39.692608774038035]"
$X_{290}$,-14.489731638763391,10.193167206910339,170.72967478469178,"[-14.489731638763391, 10.193167206910339]","[-14.489731638763391, 10.193167206910339, 170.72967478469178]"
$X_{291}$,-2.9844982062481336,-0.341142512438136,-23.363166544552154,"[-2.9844982062481336, -0.341142512438136]","[-2.9844982062481336, -0.341142512438136, -23.363166544552154]"
$X_{292}$,-8.131925729016194,8.477949463017595,114.14660143483508,"[-8.131925729016194, 8.477949463017595]","[-8.131925729016194, 8.477949463017595, 114.14660143483508]"
$X_{293}$,-3.4777730227981074,-13.58896733967169,-77.77464956142688,"[-3.4777730227981074, -13.58896733967169]","[-3.4777730227981074, -13.58896733967169, -77.77464956142688]"
$X_{294}$,7.59594097692316,1.006330274569379,-64.66610424590057,"[7.59594097692316, 1.006330274569379]","[7.59594097692316, 1.006330274569379, -64.66610424590057]"
$X_{295}$,8.291236959443225,-14.642019726484099,-157.23541310124452,"[8.291236959443225, -14.642019726484099]","[8.291236959443225, -14.642019726484099, -157.23541310124452]"
$X_{296}$,-17.21709080621199,-10.686123245712151,-12.511705270964535,"[-17.21709080621199, -10.686123245712151]","[-17.21709080621199, -10.686123245712151, -12.511705270964535]"
$X_{297}$,4.799636294961825,7.388700938913409,37.45785056499549,"[4.799636294961825, 7.388700938913409]","[4.799636294961825, 7.388700938913409, 37.45785056499549]"
$X_{298}$,12.143168521627047,3.2393277217196115,-23.71544606740042,"[12.143168521627047, 3.2393277217196115]","[12.143168521627047, 3.2393277217196115, -23.71544606740042]"
$X_{299}$,12.85199944794806,1.3645720012843583,-69.94955455458023,"[12.85199944794806, 1.3645720012843583]","[12.85199944794806, 1.3645720012843583, -69.94955455458023]"
$X_{300}$,-7.231777409139163,-9.88125606653297,-55.24266094954476,"[-7.231777409139163, -9.88125606653297]","[-7.231777409139163, -9.88125606653297, -55.24266094954476]"
$X_{301}$,2.3875500788631854,-6.555102433340711,-69.01242050119643,"[2.3875500788631854, -6.555102433340711]","[2.3875500788631854, -6.555102433340711, -69.01242050119643]"
$X_{302}$,-11.71862565616041,-17.29420212583172,-102.25169686827174,"[-11.71862565616041, -17.29420212583172]","[-11.71862565616041, -17.29420212583172, -102.25169686827174]"
$X_{303}$,17.423975054552358,10.787663834570655,24.916638672617243,"[17.423975054552358, 10.787663834570655]","[17.423975054552358, 10.787663834570655, 24.916638672617243]"
$X_{304}$,13.815933600918619,0.2963537785855834,-63.77549039509311,"[13.815933600918619, 0.2963537785855834]","[13.815933600918619, 0.2963537785855834, -63.77549039509311]"
$X_{305}$,-8.587396165131768,-14.012296014745406,-70.7495727651611,"[-8.587396165131768, -14.012296014745406]","[-8.587396165131768, -14.012296014745406, -70.7495727651611]"
$X_{306}$,-4.37538863597544,-2.4902197055813247,15.024014396065624,"[-4.37538863597544, -2.4902197055813247]","[-4.37538863597544, -2.4902197055813247, 15.024014396065624]"
$X_{307}$,6.586805242533835,-5.16942539009651,-96.76493771794313,"[6.586805242533835, -5.16942539009651]","[6.586805242533835, -5.16942539009651, -96.76493771794313]"
$X_{308}$,-14.276904891593052,0.539572096458496,40.12228131389484,"[-14.276904891593052, 0.539572096458496]","[-14.276904891593052, 0.539572096458496, 40.12228131389484]"
$X_{309}$,-5.791463454147552,-11.516550802692986,-106.8971226613662,"[-5.791463454147552, -11.516550802692986]","[-5.791463454147552, -11.516550802692986, -106.8971226613662]"
$X_{310}$,15.262059641136993,18.16724734895709,91.88688078581194,"[15.262059641136993, 18.16724734895709]","[15.262059641136993, 18.16724734895709, 91.88688078581194]"
$X_{311}$,-12.903591659227933,-18.162804053138824,-147.3976081879445,"[-12.903591659227933, -18.162804053138824]","[-12.903591659227933, -18.162804053138824, -147.3976081879445]"
$X_{312}$,16.349976164598914,2.155746689322253,-82.58646242943126,"[16.349976164598914, 2.155746689322253]","[16.349976164598914, 2.155746689322253, -82.58646242943126]"
$X_{313}$,5.728027567327953,-7.663430507499038,-105.24607452313492,"[5.728027567327953, -7.663430507499038]","[5.728027567327953, -7.663430507499038, -105.24607452313492]"
$X_{314}$,-10.225268493903656,-3.341090151861323,8.562886545795115,"[-10.225268493903656, -3.341090151861323]","[-10.225268493903656, -3.341090151861323, 8.562886545795115]"
$X_{315}$,-19.515610721950512,14.861804172503042,210.24375891656322,"[-19.515610721950512, 14.861804172503042]","[-19.515610721950512, 14.861804172503042, 210.24375891656322]"
$X_{316}$,-0.20385575588491278,19.790642086026253,196.96106197554755,"[-0.20385575588491278, 19.790642086026253]","[-0.20385575588491278, 19.790642086026253, 196.96106197554755]"
$X_{317}$,3.2206126611923267,9.166621088882305,55.81894636845351,"[3.2206126611923267, 9.166621088882305]","[3.2206126611923267, 9.166621088882305, 55.81894636845351]"
$X_{318}$,13.73531005840541,10.060899535366818,62.65183092384429,"[13.73531005840541, 10.060899535366818]","[13.73531005840541, 10.060899535366818, 62.65183092384429]"
$X_{319}$,-4.471077915558993,-12.396264100090114,-139.74250710878403,"[-4.471077915558993, -12.396264100090114]","[-4.471077915558993, -12.396264100090114, -139.74250710878403]"
$X_{320}$,-12.346116978060895,-9.584110172875153,-81.64378398107374,"[-12.346116978060895, -9.584110172875153]","[-12.346116978060895, -9.584110172875153, -81.64378398107374]"
$X_{321}$,-10.697953814621574,-15.807376797380988,-72.04032751050737,"[-10.697953814621574, -15.807376797380988]","[-10.697953814621574, -15.807376797380988, -72.04032751050737]"
$X_{322}$,-11.567814083590342,9.729954573955837,148.90092497800526,"[-11.567814083590342, 9.729954573955837]","[-11.567814083590342, 9.729954573955837, 148.90092497800526]"
$X_{323}$,12.598214035124606,6.0030931464726365,-2.8363796366222784,"[12.598214035124606, 6.0030931464726365]","[12.598214035124606, 6.0030931464726365, -2.8363796366222784]"
$X_{324}$,-15.18954817264519,11.804858229943722,164.14253907853055,"[-15.18954817264519, 11.804858229943722]","[-15.18954817264519, 11.804858229943722, 164.14253907853055]"
$X_{325}$,1.0692494640966324,9.38814611819388,80.53899987025675,"[1.0692494640966324, 9.38814611819388]","[1.0692494640966324, 9.38814611819388, 80.53899987025675]"
$X_{326}$,-11.464080508003565,4.240453117325952,94.56333498704967,"[-11.464080508003565, 4.240453117325952]","[-11.464080508003565, 4.240453117325952, 94.56333498704967]"
$X_{327}$,17.341390469047454,-15.737780920513615,-238.55768201848994,"[17.341390469047454, -15.737780920513615]","[17.341390469047454, -15.737780920513615, -238.55768201848994]"
$X_{328}$,-12.726319474486205,-13.341576089416174,-92.20854199819766,"[-12.726319474486205, -13.341576089416174]","[-12.726319474486205, -13.341576089416174, -92.20854199819766]"
$X_{329}$,17.278514254146202,16.146170838402448,32.59603177313316,"[17.278514254146202, 16.146170838402448]","[17.278514254146202, 16.146170838402448, 32.59603177313316]"
