,Coordenada $x_{1}$,Coordenada $x_{2}$,Coordenada $x_{3}$,Punto,Categoría
$X_{496}$,-5.412862088442019,-2.505546302234457,17.168340369459152,"[-5.412862088442019, -2.505546302234457, 17.168340369459152]",Clase 1
$X_{497}$,-6.006663727468521,-17.82466520065129,9.92173231675164,"[-6.006663727468521, -17.82466520065129, 9.92173231675164]",Clase 1
$X_{498}$,11.974422535186179,4.285436700249118,17.33592504812424,"[11.974422535186179, 4.285436700249118, 17.33592504812424]",Clase 1
$X_{499}$,-18.064690351428503,-3.0193335547807365,18.460978107335066,"[-18.064690351428503, -3.0193335547807365, 18.460978107335066]",Clase 1
$X_{500}$,10.624878765906374,-11.259960575878516,4.510727730193146,"[10.624878765906374, -11.259960575878516, 4.510727730193146]",Clase 1
$X_{501}$,1.8552589423319255,-7.251075456205594,15.05168354668124,"[1.8552589423319255, -7.251075456205594, 15.05168354668124]",Clase 1
$X_{502}$,5.255932594643703,-2.9742097991661396,3.323973457381637,"[5.255932594643703, -2.9742097991661396, 3.323973457381637]",Clase 1
$X_{503}$,-18.403797844731287,-17.153382929158624,2.1844269651821833,"[-18.403797844731287, -17.153382929158624, 2.1844269651821833]",Clase 1
$X_{504}$,17.684985990383723,5.097515786279168,15.265697665251906,"[17.684985990383723, 5.097515786279168, 15.265697665251906]",Clase 1
$X_{505}$,3.1729888521813443,-13.870573958933466,4.54060187728663,"[3.1729888521813443, -13.870573958933466, 4.54060187728663]",Clase 1
$X_{506}$,-7.773348810292081,5.782035789922912,16.181386196947763,"[-7.773348810292081, 5.782035789922912, 16.181386196947763]",Clase 1
$X_{507}$,-2.229005709509522,-12.265083773000182,-0.43934071026299293,"[-2.229005709509522, -12.265083773000182, -0.43934071026299293]",Clase 1
$X_{508}$,12.170948177933056,-1.8868519770809478,4.911065166913964,"[12.170948177933056, -1.8868519770809478, 4.911065166913964]",Clase 1
$X_{509}$,18.568092200730277,-5.939337237876066,-7.033986441631889,"[18.568092200730277, -5.939337237876066, -7.033986441631889]",Clase 1
$X_{510}$,-8.762821866468421,-14.582890283060884,4.401325908609426,"[-8.762821866468421, -14.582890283060884, 4.401325908609426]",Clase 1
$X_{511}$,7.434370707109874,-19.993819348446227,16.080643982379883,"[7.434370707109874, -19.993819348446227, 16.080643982379883]",Clase 1
$X_{512}$,14.689173536116428,4.634754560574791,3.6923017523444237,"[14.689173536116428, 4.634754560574791, 3.6923017523444237]",Clase 1
$X_{513}$,-4.084716747033191,-6.234223438068929,7.070608973986872,"[-4.084716747033191, -6.234223438068929, 7.070608973986872]",Clase 1
$X_{514}$,-12.120707768200809,-17.496183380309116,-2.103156579809742,"[-12.120707768200809, -17.496183380309116, -2.103156579809742]",Clase 1
$X_{515}$,-7.612341400623638,-16.59737493965665,2.562256853130723,"[-7.612341400623638, -16.59737493965665, 2.562256853130723]",Clase 1
$X_{516}$,-3.8789656554720224,0.04528625428914168,17.795750971386454,"[-3.8789656554720224, 0.04528625428914168, 17.795750971386454]",Clase 1
$X_{517}$,0.7599202749294989,0.2398682580588556,15.050575770935403,"[0.7599202749294989, 0.2398682580588556, 15.050575770935403]",Clase 1
$X_{518}$,-5.396568784283705,-6.956610194707231,13.666398678896144,"[-5.396568784283705, -6.956610194707231, 13.666398678896144]",Clase 1
$X_{519}$,-14.931432571948235,-2.49305232025646,15.190479718432485,"[-14.931432571948235, -2.49305232025646, 15.190479718432485]",Clase 1
$X_{520}$,-3.6974754578024474,10.015308885716713,17.82443483004179,"[-3.6974754578024474, 10.015308885716713, 17.82443483004179]",Clase 1
$X_{521}$,-15.881463904064507,-18.582068465532963,1.3688615238437691,"[-15.881463904064507, -18.582068465532963, 1.3688615238437691]",Clase 1
$X_{522}$,-16.335243589144852,-0.9274331578003157,12.11387781091657,"[-16.335243589144852, -0.9274331578003157, 12.11387781091657]",Clase 1
$X_{523}$,-8.415613803047357,-16.80105912385969,-2.960289335804582,"[-8.415613803047357, -16.80105912385969, -2.960289335804582]",Clase 1
$X_{524}$,14.542262144151252,-18.549059963699932,-12.20980805226764,"[14.542262144151252, -18.549059963699932, -12.20980805226764]",Clase 1
$X_{525}$,12.796974176163161,-11.52035341054404,4.8112615964901195,"[12.796974176163161, -11.52035341054404, 4.8112615964901195]",Clase 1
$X_{526}$,-5.222468453700353,8.185737526580489,14.738101960744018,"[-5.222468453700353, 8.185737526580489, 14.738101960744018]",Clase 1
$X_{527}$,-10.59880942737784,-14.037587624702077,10.849515202789838,"[-10.59880942737784, -14.037587624702077, 10.849515202789838]",Clase 1
$X_{528}$,15.115836443670212,0.9575742880634905,15.241504047417784,"[15.115836443670212, 0.9575742880634905, 15.241504047417784]",Clase 1
$X_{529}$,-9.097046593578252,-15.552356052043068,15.32745875301864,"[-9.097046593578252, -15.552356052043068, 15.32745875301864]",Clase 1
$X_{530}$,12.290920671690373,-16.735730818159695,10.428960034187046,"[12.290920671690373, -16.735730818159695, 10.428960034187046]",Clase 1
$X_{531}$,-15.415373878796505,-18.858080642180177,18.312745805249854,"[-15.415373878796505, -18.858080642180177, 18.312745805249854]",Clase 1
$X_{532}$,-6.516058256900251,-19.890922224238903,2.0844665047719992,"[-6.516058256900251, -19.890922224238903, 2.0844665047719992]",Clase 1
$X_{533}$,-17.56879359453375,-18.334119743033796,14.20576732907164,"[-17.56879359453375, -18.334119743033796, 14.20576732907164]",Clase 1
$X_{534}$,17.382051531712513,-0.5952179164437688,17.021229539932243,"[17.382051531712513, -0.5952179164437688, 17.021229539932243]",Clase 1
$X_{535}$,8.584958476714384,-16.159248136053517,8.462427003546324,"[8.584958476714384, -16.159248136053517, 8.462427003546324]",Clase 1
$X_{536}$,-9.878671367916905,-9.832422546765311,10.119070996325263,"[-9.878671367916905, -9.832422546765311, 10.119070996325263]",Clase 1
$X_{537}$,4.945900415309893,-6.523192020598497,12.914652865460788,"[4.945900415309893, -6.523192020598497, 12.914652865460788]",Clase 1
$X_{538}$,8.29233297963205,-5.361124995473169,12.64247685119426,"[8.29233297963205, -5.361124995473169, 12.64247685119426]",Clase 1
$X_{539}$,1.5567837719345476,-4.0778437069556706,13.90070988503431,"[1.5567837719345476, -4.0778437069556706, 13.90070988503431]",Clase 1
$X_{540}$,-11.625349761352819,-2.8959091530859737,11.493513515085937,"[-11.625349761352819, -2.8959091530859737, 11.493513515085937]",Clase 1
$X_{541}$,-4.860419192534312,-15.734583541909807,-1.4152996149232422,"[-4.860419192534312, -15.734583541909807, -1.4152996149232422]",Clase 1
$X_{542}$,-19.150035268233935,-16.10738183700321,19.381496935125355,"[-19.150035268233935, -16.10738183700321, 19.381496935125355]",Clase 1
$X_{543}$,-6.05249171275133,-15.796915780505634,-2.870880020271432,"[-6.05249171275133, -15.796915780505634, -2.870880020271432]",Clase 1
$X_{544}$,-18.509035838817386,-13.233048271889803,12.372314313578492,"[-18.509035838817386, -13.233048271889803, 12.372314313578492]",Clase 1
$X_{545}$,11.250530500103785,7.4572135680079334,17.92115599762581,"[11.250530500103785, 7.4572135680079334, 17.92115599762581]",Clase 1
$X_{546}$,15.150686187206865,-19.642182764854788,-9.663397372249065,"[15.150686187206865, -19.642182764854788, -9.663397372249065]",Clase 1
$X_{547}$,18.86818139456792,-12.465423432684988,-6.297958161548491,"[18.86818139456792, -12.465423432684988, -6.297958161548491]",Clase 1
$X_{548}$,5.645511540441902,-18.1064845812205,17.008584570802256,"[5.645511540441902, -18.1064845812205, 17.008584570802256]",Clase 1
$X_{549}$,11.664766854685865,4.566353781540794,16.705424786542707,"[11.664766854685865, 4.566353781540794, 16.705424786542707]",Clase 1
$X_{550}$,-9.257774344290063,-19.75880977330918,1.374702200494788,"[-9.257774344290063, -19.75880977330918, 1.374702200494788]",Clase 1
$X_{551}$,17.408521769304834,10.060378570528936,9.206979534780004,"[17.408521769304834, 10.060378570528936, 9.206979534780004]",Clase 1
$X_{552}$,8.762297428415845,-13.960781415918015,-6.321745116554126,"[8.762297428415845, -13.960781415918015, -6.321745116554126]",Clase 1
$X_{553}$,-10.31770174452003,-18.86187004457639,17.02134058176803,"[-10.31770174452003, -18.86187004457639, 17.02134058176803]",Clase 1
$X_{554}$,-7.289602956358042,-16.50080981464812,5.039484249211984,"[-7.289602956358042, -16.50080981464812, 5.039484249211984]",Clase 1
$X_{555}$,19.356927092677388,-13.481363239725521,14.530944543305473,"[19.356927092677388, -13.481363239725521, 14.530944543305473]",Clase 1
$X_{556}$,18.789671600134398,-19.721649167167556,-4.9215926686812,"[18.789671600134398, -19.721649167167556, -4.9215926686812]",Clase 1
$X_{557}$,12.029530939000061,-17.19658769728325,-1.2779311478736943,"[12.029530939000061, -17.19658769728325, -1.2779311478736943]",Clase 1
$X_{558}$,14.548348863187016,15.308272834830404,17.01425003524784,"[14.548348863187016, 15.308272834830404, 17.01425003524784]",Clase 1
$X_{559}$,6.128206134221902,-15.274281639218268,1.109606080852089,"[6.128206134221902, -15.274281639218268, 1.109606080852089]",Clase 1
$X_{560}$,18.161068670233824,4.791885200809823,12.633933342960027,"[18.161068670233824, 4.791885200809823, 12.633933342960027]",Clase 1
$X_{561}$,13.307686997952274,-10.323550917742764,-1.4376042616234876,"[13.307686997952274, -10.323550917742764, -1.4376042616234876]",Clase 1
$X_{562}$,10.819133212752341,-6.4608561592700795,7.210560428416457,"[10.819133212752341, -6.4608561592700795, 7.210560428416457]",Clase 1
$X_{563}$,-17.904679369616563,-12.048804812251399,12.742479507383308,"[-17.904679369616563, -12.048804812251399, 12.742479507383308]",Clase 1
$X_{564}$,-11.736295439098217,-14.511856709814914,6.367688873313554,"[-11.736295439098217, -14.511856709814914, 6.367688873313554]",Clase 1
$X_{565}$,4.480216510358485,1.985171845263686,16.907511825334424,"[4.480216510358485, 1.985171845263686, 16.907511825334424]",Clase 1
$X_{566}$,16.256532741687984,-1.0355675340326052,10.649872109196423,"[16.256532741687984, -1.0355675340326052, 10.649872109196423]",Clase 1
$X_{567}$,6.733504652681322,-13.317155542848397,-4.963352203116752,"[6.733504652681322, -13.317155542848397, -4.963352203116752]",Clase 1
$X_{568}$,-1.8897492788796733,10.153963255064706,16.88594334018299,"[-1.8897492788796733, 10.153963255064706, 16.88594334018299]",Clase 1
$X_{569}$,11.912408053101323,10.339325277498581,11.367796213835387,"[11.912408053101323, 10.339325277498581, 11.367796213835387]",Clase 1
$X_{570}$,12.715338901550453,-12.063487270955132,-4.635233191085284,"[12.715338901550453, -12.063487270955132, -4.635233191085284]",Clase 1
$X_{571}$,8.778073712978465,-12.430231897405587,11.70484352757655,"[8.778073712978465, -12.430231897405587, 11.70484352757655]",Clase 1
$X_{572}$,15.071939419452235,10.561197964014116,15.055289742956496,"[15.071939419452235, 10.561197964014116, 15.055289742956496]",Clase 1
$X_{573}$,6.8784735463664575,-0.8176816886330869,12.963237621522417,"[6.8784735463664575, -0.8176816886330869, 12.963237621522417]",Clase 1
$X_{574}$,5.580978902914225,-16.696028574862794,-4.316955391608479,"[5.580978902914225, -16.696028574862794, -4.316955391608479]",Clase 1
$X_{575}$,19.312373296733668,-13.067414492610428,7.771930918476066,"[19.312373296733668, -13.067414492610428, 7.771930918476066]",Clase 1
$X_{576}$,4.155472095395055,-17.82640755931435,-6.799054453012712,"[4.155472095395055, -17.82640755931435, -6.799054453012712]",Clase 1
$X_{577}$,15.007110770759425,-14.868199907465783,7.944032870055949,"[15.007110770759425, -14.868199907465783, 7.944032870055949]",Clase 1
$X_{578}$,5.459336358442176,-15.640713828558233,7.260327794218554,"[5.459336358442176, -15.640713828558233, 7.260327794218554]",Clase 1
$X_{579}$,-1.7382048316865593,-9.193609147439696,-0.16390176034717285,"[-1.7382048316865593, -9.193609147439696, -0.16390176034717285]",Clase 1
$X_{580}$,1.5090806333383036,-17.34686711105841,12.80964684249799,"[1.5090806333383036, -17.34686711105841, 12.80964684249799]",Clase 1
$X_{581}$,-13.645670101657664,-12.47080919563067,11.523813591527365,"[-13.645670101657664, -12.47080919563067, 11.523813591527365]",Clase 1
$X_{582}$,5.327078144052383,-10.160416047042569,9.201391685729572,"[5.327078144052383, -10.160416047042569, 9.201391685729572]",Clase 1
$X_{583}$,0.11760516644544339,-19.359008489506095,13.47620588582896,"[0.11760516644544339, -19.359008489506095, 13.47620588582896]",Clase 1
$X_{584}$,1.4593250139730252,1.891966723590592,15.464169580405162,"[1.4593250139730252, 1.891966723590592, 15.464169580405162]",Clase 1
$X_{585}$,5.370633468216653,-19.294900894834722,-9.05569857252118,"[5.370633468216653, -19.294900894834722, -9.05569857252118]",Clase 1
$X_{586}$,16.592485623029994,-6.700440369376999,14.738090039007318,"[16.592485623029994, -6.700440369376999, 14.738090039007318]",Clase 1
$X_{587}$,18.311429557365273,-16.798737605467814,1.7645828125426704,"[18.311429557365273, -16.798737605467814, 1.7645828125426704]",Clase 1
$X_{588}$,10.669023054788497,1.6101688662404499,9.290068285212023,"[10.669023054788497, 1.6101688662404499, 9.290068285212023]",Clase 1
$X_{589}$,-4.735669800007205,-11.975854702252754,-2.3236414833069645,"[-4.735669800007205, -11.975854702252754, -2.3236414833069645]",Clase 1
$X_{590}$,-13.79700523008717,-19.032967183931333,8.751463590809362,"[-13.79700523008717, -19.032967183931333, 8.751463590809362]",Clase 1
$X_{591}$,-18.329084466543172,-16.798199555628184,18.42054215601253,"[-18.329084466543172, -16.798199555628184, 18.42054215601253]",Clase 1
$X_{592}$,-12.18480685442291,-9.85172179724161,16.744710383247416,"[-12.18480685442291, -9.85172179724161, 16.744710383247416]",Clase 1
$X_{593}$,-12.947699549843975,3.2310409511185654,19.679822470693594,"[-12.947699549843975, 3.2310409511185654, 19.679822470693594]",Clase 1
$X_{594}$,18.031642731897705,-18.575576084958392,6.845593923373038,"[18.031642731897705, -18.575576084958392, 6.845593923373038]",Clase 1
$X_{595}$,-14.57619125214023,-12.97617354899832,4.91491524394651,"[-14.57619125214023, -12.97617354899832, 4.91491524394651]",Clase 1
$X_{596}$,2.8841651544620674,-11.02210152561649,18.18737445546865,"[2.8841651544620674, -11.02210152561649, 18.18737445546865]",Clase 1
$X_{597}$,18.5311004637379,-17.86358551834028,-14.032476526631621,"[18.5311004637379, -17.86358551834028, -14.032476526631621]",Clase 1
$X_{598}$,9.652492560815777,-7.857582179788768,16.129513982838063,"[9.652492560815777, -7.857582179788768, 16.129513982838063]",Clase 1
$X_{599}$,-1.8994991923770996,-10.160583948846744,7.680571106044095,"[-1.8994991923770996, -10.160583948846744, 7.680571106044095]",Clase 1
$X_{600}$,4.115007659610065,-7.744172299848145,13.10454768428766,"[4.115007659610065, -7.744172299848145, 13.10454768428766]",Clase 1
$X_{601}$,-6.235353849566563,-17.430125107337126,13.768968945705012,"[-6.235353849566563, -17.430125107337126, 13.768968945705012]",Clase 1
$X_{602}$,1.5212038977634776,-7.761349899817635,9.59446263186286,"[1.5212038977634776, -7.761349899817635, 9.59446263186286]",Clase 1
$X_{603}$,12.05302441679045,19.81519245196104,19.035731007421326,"[12.05302441679045, 19.81519245196104, 19.035731007421326]",Clase 1
$X_{604}$,15.577659550633662,12.12846446442638,14.442662847661765,"[15.577659550633662, 12.12846446442638, 14.442662847661765]",Clase 1
$X_{605}$,-3.563276936113432,2.1929118620731813,12.995692306308015,"[-3.563276936113432, 2.1929118620731813, 12.995692306308015]",Clase 1
$X_{606}$,12.61140880086159,-18.193076185420885,12.087933913777505,"[12.61140880086159, -18.193076185420885, 12.087933913777505]",Clase 1
$X_{607}$,13.975814214172672,-8.35957896666577,18.01019999589024,"[13.975814214172672, -8.35957896666577, 18.01019999589024]",Clase 1
$X_{608}$,1.4124116169357492,-9.18603720251648,19.42981320012491,"[1.4124116169357492, -9.18603720251648, 19.42981320012491]",Clase 1
$X_{609}$,13.08233060815806,13.739359405494227,12.895695359287927,"[13.08233060815806, 13.739359405494227, 12.895695359287927]",Clase 1
$X_{610}$,4.526718699535838,-3.123726415251639,8.991357811500823,"[4.526718699535838, -3.123726415251639, 8.991357811500823]",Clase 1
$X_{611}$,-2.330103005587926,-10.201914802433842,18.2016484792954,"[-2.330103005587926, -10.201914802433842, 18.2016484792954]",Clase 1
$X_{612}$,-12.459706738825119,-8.18560320825513,4.572674058140503,"[-12.459706738825119, -8.18560320825513, 4.572674058140503]",Clase 1
$X_{613}$,-10.692649142000414,-18.050488171248876,12.577311261008354,"[-10.692649142000414, -18.050488171248876, 12.577311261008354]",Clase 1
$X_{614}$,-4.850863011694443,9.105991840627475,19.849775385872874,"[-4.850863011694443, 9.105991840627475, 19.849775385872874]",Clase 1
$X_{615}$,-14.297985352190231,-16.218812958288588,1.3679858288508804,"[-14.297985352190231, -16.218812958288588, 1.3679858288508804]",Clase 1
$X_{616}$,-5.17311761229573,-15.551030358887381,10.477203805621347,"[-5.17311761229573, -15.551030358887381, 10.477203805621347]",Clase 1
$X_{617}$,4.730754328236991,-1.090714991796773,4.991326119906738,"[4.730754328236991, -1.090714991796773, 4.991326119906738]",Clase 1
$X_{618}$,16.0597485098586,10.968441451029385,13.311155171104893,"[16.0597485098586, 10.968441451029385, 13.311155171104893]",Clase 1
$X_{619}$,16.936256253805112,-7.202158316111124,18.992834140704403,"[16.936256253805112, -7.202158316111124, 18.992834140704403]",Clase 1
$X_{620}$,-9.770126131108036,-19.770852326371916,-4.250939611538328,"[-9.770126131108036, -19.770852326371916, -4.250939611538328]",Clase 1
$X_{621}$,15.350664075223264,16.69277164200828,17.714578127774345,"[15.350664075223264, 16.69277164200828, 17.714578127774345]",Clase 1
$X_{622}$,11.881711688859799,-15.818853075440948,-3.4715095709651607,"[11.881711688859799, -15.818853075440948, -3.4715095709651607]",Clase 1
$X_{623}$,2.8968885325323654,-3.8964851481607177,4.166921188739341,"[2.8968885325323654, -3.8964851481607177, 4.166921188739341]",Clase 1
$X_{624}$,18.03729388282563,-9.218570056368684,-6.5170194177269245,"[18.03729388282563, -9.218570056368684, -6.5170194177269245]",Clase 1
$X_{625}$,-13.145253566174251,-6.418324508271036,6.96283822332369,"[-13.145253566174251, -6.418324508271036, 6.96283822332369]",Clase 1
$X_{626}$,17.91841631740128,2.760199152848543,14.938212850123051,"[17.91841631740128, 2.760199152848543, 14.938212850123051]",Clase 1
$X_{627}$,1.094711946029495,-2.4823911964253575,19.114354922480466,"[1.094711946029495, -2.4823911964253575, 19.114354922480466]",Clase 1
$X_{628}$,0.5812037251912159,4.391203669644284,16.842400020011212,"[0.5812037251912159, 4.391203669644284, 16.842400020011212]",Clase 1
$X_{629}$,-11.762634859316528,-17.519243279372446,-1.3510012354047483,"[-11.762634859316528, -17.519243279372446, -1.3510012354047483]",Clase 1
$X_{630}$,3.498575685764422,6.684052983995375,19.82495992042996,"[3.498575685764422, 6.684052983995375, 19.82495992042996]",Clase 1
$X_{631}$,-18.581591211981436,-13.735003676054912,2.9589200531428936,"[-18.581591211981436, -13.735003676054912, 2.9589200531428936]",Clase 1
$X_{632}$,-7.65618253973345,-15.542069699526802,5.230549529130979,"[-7.65618253973345, -15.542069699526802, 5.230549529130979]",Clase 1
$X_{633}$,14.612802417304444,-14.067091659065447,0.16408256961555168,"[14.612802417304444, -14.067091659065447, 0.16408256961555168]",Clase 1
$X_{634}$,15.458984779012333,-10.284899406670425,19.274592780980264,"[15.458984779012333, -10.284899406670425, 19.274592780980264]",Clase 1
$X_{635}$,-1.9725500823108248,-13.290837126752209,16.18980412488886,"[-1.9725500823108248, -13.290837126752209, 16.18980412488886]",Clase 1
$X_{636}$,-3.723861437760867,-6.57674205190844,5.500248968999646,"[-3.723861437760867, -6.57674205190844, 5.500248968999646]",Clase 1
$X_{637}$,-15.347379252348713,2.951353114581959,14.676891031469921,"[-15.347379252348713, 2.951353114581959, 14.676891031469921]",Clase 1
$X_{638}$,-2.096724105525645,-14.391910351732502,11.626689610701511,"[-2.096724105525645, -14.391910351732502, 11.626689610701511]",Clase 1
$X_{639}$,-12.644459134192868,-19.6614627079547,6.867680630703191,"[-12.644459134192868, -19.6614627079547, 6.867680630703191]",Clase 1
$X_{640}$,-5.796708436658754,-3.4469087825633977,13.220267663168116,"[-5.796708436658754, -3.4469087825633977, 13.220267663168116]",Clase 1
$X_{641}$,-9.560200663848025,-8.386974084947605,16.060230568456085,"[-9.560200663848025, -8.386974084947605, 16.060230568456085]",Clase 1
$X_{642}$,7.215990491325105,-15.234866798162031,6.914771915314407,"[7.215990491325105, -15.234866798162031, 6.914771915314407]",Clase 1
$X_{643}$,-7.518393215753122,-2.677840771041854,12.831162907562742,"[-7.518393215753122, -2.677840771041854, 12.831162907562742]",Clase 1
$X_{644}$,-15.518542813540158,-5.918327296589467,15.142677272043855,"[-15.518542813540158, -5.918327296589467, 15.142677272043855]",Clase 1
$X_{645}$,19.517898119656472,16.411437299314905,11.761651194481068,"[19.517898119656472, 16.411437299314905, 11.761651194481068]",Clase 1
$X_{646}$,8.525721155254857,-0.41944041985791714,15.035644901469439,"[8.525721155254857, -0.41944041985791714, 15.035644901469439]",Clase 1
$X_{647}$,-5.170298942303413,9.730504362217538,19.3366234227215,"[-5.170298942303413, 9.730504362217538, 19.3366234227215]",Clase 1
$X_{648}$,4.072238845941158,13.799923251039147,19.444777895198214,"[4.072238845941158, 13.799923251039147, 19.444777895198214]",Clase 1
$X_{649}$,-1.5328170313604375,-7.522794585546615,17.79380433256606,"[-1.5328170313604375, -7.522794585546615, 17.79380433256606]",Clase 1
$X_{650}$,-9.591685823871106,-1.1341604150220306,11.387872362467743,"[-9.591685823871106, -1.1341604150220306, 11.387872362467743]",Clase 1
$X_{651}$,16.331705512655482,8.224854240480571,6.141716528293809,"[16.331705512655482, 8.224854240480571, 6.141716528293809]",Clase 1
$X_{652}$,-4.110750469046689,5.902409455409728,15.324892284400072,"[-4.110750469046689, 5.902409455409728, 15.324892284400072]",Clase 1
$X_{653}$,19.786880587250344,10.033102906310397,8.132784166248488,"[19.786880587250344, 10.033102906310397, 8.132784166248488]",Clase 1
$X_{654}$,-1.213628639880504,-13.091348777908735,9.705692164491463,"[-1.213628639880504, -13.091348777908735, 9.705692164491463]",Clase 1
$X_{655}$,-17.245527326102206,-15.032187748032019,8.94361102502232,"[-17.245527326102206, -15.032187748032019, 8.94361102502232]",Clase 1
$X_{656}$,4.39196363567865,-11.328682877202061,1.2958544270123653,"[4.39196363567865, -11.328682877202061, 1.2958544270123653]",Clase 1
$X_{657}$,-0.32260886552289847,-16.128879685472555,13.54688290895158,"[-0.32260886552289847, -16.128879685472555, 13.54688290895158]",Clase 1
$X_{658}$,14.770034311047993,-4.082384352048813,11.587565249550238,"[14.770034311047993, -4.082384352048813, 11.587565249550238]",Clase 1
$X_{659}$,1.744741707538374,11.109593734677365,18.84311921374728,"[1.744741707538374, 11.109593734677365, 18.84311921374728]",Clase 1
$X_{660}$,16.42492053878329,7.192843733900919,7.994393532808207,"[16.42492053878329, 7.192843733900919, 7.994393532808207]",Clase 1
$X_{661}$,19.304465120611063,-19.92548778022924,5.785253967279061,"[19.304465120611063, -19.92548778022924, 5.785253967279061]",Clase 1
$X_{662}$,-0.7609175842291336,-8.967773482043722,18.77513940525268,"[-0.7609175842291336, -8.967773482043722, 18.77513940525268]",Clase 1
$X_{663}$,5.524012373229766,-5.474745548571406,10.586506929447292,"[5.524012373229766, -5.474745548571406, 10.586506929447292]",Clase 1
$X_{664}$,-2.568830244781978,0.5218493350384676,16.071237813807187,"[-2.568830244781978, 0.5218493350384676, 16.071237813807187]",Clase 1
$X_{665}$,-8.440461565317428,-13.4504548324113,11.556835390609397,"[-8.440461565317428, -13.4504548324113, 11.556835390609397]",Clase 1
$X_{666}$,-0.1535304007765781,-13.547647776842275,9.621158029505956,"[-0.1535304007765781, -13.547647776842275, 9.621158029505956]",Clase 1
$X_{667}$,16.50972595554544,-2.441673226018807,9.429064279270403,"[16.50972595554544, -2.441673226018807, 9.429064279270403]",Clase 1
$X_{668}$,-2.7533459092941435,-0.5550891061996452,12.770490421843867,"[-2.7533459092941435, -0.5550891061996452, 12.770490421843867]",Clase 1
$X_{669}$,2.62391943961207,-9.04914295616166,11.484714189290095,"[2.62391943961207, -9.04914295616166, 11.484714189290095]",Clase 1
$X_{670}$,4.734964373436558,-12.680364412371405,18.990031431476375,"[4.734964373436558, -12.680364412371405, 18.990031431476375]",Clase 1
$X_{671}$,19.708622961205002,8.562847618458157,12.442908031419833,"[19.708622961205002, 8.562847618458157, 12.442908031419833]",Clase 1
$X_{672}$,1.8371094443635343,7.407631221748289,14.403294103782159,"[1.8371094443635343, 7.407631221748289, 14.403294103782159]",Clase 1
$X_{673}$,-18.895084751253886,-17.6160699826889,5.539543461390082,"[-18.895084751253886, -17.6160699826889, 5.539543461390082]",Clase 1
$X_{674}$,4.393919496064541,2.544528612554462,18.4247233669684,"[4.393919496064541, 2.544528612554462, 18.4247233669684]",Clase 1
$X_{675}$,6.872493401913566,-4.667872845744551,4.800361276938837,"[6.872493401913566, -4.667872845744551, 4.800361276938837]",Clase 1
$X_{676}$,-17.827050861321542,-7.959982545515437,18.49717259753396,"[-17.827050861321542, -7.959982545515437, 18.49717259753396]",Clase 1
$X_{677}$,9.309864776917337,-5.782613401166735,13.827001603530377,"[9.309864776917337, -5.782613401166735, 13.827001603530377]",Clase 1
$X_{678}$,8.213048063502981,-4.897449840248331,19.367789521983745,"[8.213048063502981, -4.897449840248331, 19.367789521983745]",Clase 1
$X_{679}$,-2.3324868393196567,-6.239527135493956,3.5865736437349263,"[-2.3324868393196567, -6.239527135493956, 3.5865736437349263]",Clase 1
$X_{680}$,-4.396750029610018,-3.2824467477262154,17.4418777823142,"[-4.396750029610018, -3.2824467477262154, 17.4418777823142]",Clase 1
$X_{681}$,19.154685118772456,-2.7586862762601996,7.757017199233431,"[19.154685118772456, -2.7586862762601996, 7.757017199233431]",Clase 1
$X_{682}$,-11.017500967862194,-1.3815133101485166,17.616369147352188,"[-11.017500967862194, -1.3815133101485166, 17.616369147352188]",Clase 1
$X_{683}$,12.070689864122286,-15.805862290262382,10.734546308765147,"[12.070689864122286, -15.805862290262382, 10.734546308765147]",Clase 1
$X_{684}$,9.092954500577118,-14.918690626449846,4.142064877545021,"[9.092954500577118, -14.918690626449846, 4.142064877545021]",Clase 1
$X_{685}$,16.765673694905686,-0.3056906238022634,0.7168834943760629,"[16.765673694905686, -0.3056906238022634, 0.7168834943760629]",Clase 1
$X_{686}$,3.1454001759948724,-2.932436024495612,4.683812022258728,"[3.1454001759948724, -2.932436024495612, 4.683812022258728]",Clase 1
$X_{687}$,7.654115395052045,14.910561897264806,18.295372437500447,"[7.654115395052045, 14.910561897264806, 18.295372437500447]",Clase 1
$X_{688}$,6.353372664648795,3.982345208346022,13.797138792431127,"[6.353372664648795, 3.982345208346022, 13.797138792431127]",Clase 1
$X_{689}$,-3.7450154752155562,-14.43695033078039,17.103941346883317,"[-3.7450154752155562, -14.43695033078039, 17.103941346883317]",Clase 1
$X_{690}$,17.283746449932842,-16.34125516111083,19.71150161237484,"[17.283746449932842, -16.34125516111083, 19.71150161237484]",Clase 1
$X_{691}$,5.64836215563901,-9.294501178364465,-2.024366581356503,"[5.64836215563901, -9.294501178364465, -2.024366581356503]",Clase 1
$X_{692}$,-17.25129606863359,-10.138864963556507,13.681824845480428,"[-17.25129606863359, -10.138864963556507, 13.681824845480428]",Clase 1
$X_{693}$,12.850855000643065,-3.315721788075848,9.351526786082957,"[12.850855000643065, -3.315721788075848, 9.351526786082957]",Clase 1
$X_{694}$,8.040144201130971,7.269305198758154,17.05971410059633,"[8.040144201130971, 7.269305198758154, 17.05971410059633]",Clase 1
$X_{695}$,-1.0203467114529943,1.6291202219434417,10.805560248046007,"[-1.0203467114529943, 1.6291202219434417, 10.805560248046007]",Clase 1
