,Coordenada $x_{1}$,Coordenada $x_{2}$,Valor de la Función,Abscisas del Punto,Punto Completo
$X_{671}$,-13.008173013134128,-19.51858040724376,-51.41053150277634,"[-13.008173013134128, -19.51858040724376]","[-13.008173013134128, -19.51858040724376, -51.41053150277634]"
$X_{672}$,19.119515586869433,-14.726143857602217,-93.52129464081855,"[19.119515586869433, -14.726143857602217]","[19.119515586869433, -14.726143857602217, -93.52129464081855]"
$X_{673}$,-1.1176818403362567,17.44846057592084,110.82286023983309,"[-1.1176818403362567, 17.44846057592084]","[-1.1176818403362567, 17.44846057592084, 110.82286023983309]"
$X_{674}$,9.262694135315467,17.217152156886982,75.51812572304294,"[9.262694135315467, 17.217152156886982]","[9.262694135315467, 17.217152156886982, 75.51812572304294]"
$X_{675}$,6.2366132663303055,-5.024810700124469,5.26390402486529,"[6.2366132663303055, -5.024810700124469]","[6.2366132663303055, -5.024810700124469, 5.26390402486529]"
$X_{676}$,-17.825767194668543,-9.707495497484647,60.85795968248305,"[-17.825767194668543, -9.707495497484647]","[-17.825767194668543, -9.707495497484647, 60.85795968248305]"
$X_{677}$,15.421083694245404,8.729841394813562,11.662802710545156,"[15.421083694245404, 8.729841394813562]","[15.421083694245404, 8.729841394813562, 11.662802710545156]"
$X_{678}$,-4.886340679035852,5.76649893024566,48.150353672817246,"[-4.886340679035852, 5.76649893024566]","[-4.886340679035852, 5.76649893024566, 48.150353672817246]"
$X_{679}$,-15.809801236242258,3.245022513996606,41.27769539923915,"[-15.809801236242258, 3.245022513996606]","[-15.809801236242258, 3.245022513996606, 41.27769539923915]"
$X_{680}$,-19.46633242994077,18.823732724578228,194.80060689507934,"[-19.46633242994077, 18.823732724578228]","[-19.46633242994077, 18.823732724578228, 194.80060689507934]"
$X_{681}$,3.3332291153346674,15.716853621100086,85.47428311950358,"[3.3332291153346674, 15.716853621100086]","[3.3332291153346674, 15.716853621100086, 85.47428311950358]"
$X_{682}$,18.00153491015594,-12.1415591493245,-135.89668592426582,"[18.00153491015594, -12.1415591493245]","[18.00153491015594, -12.1415591493245, -135.89668592426582]"
$X_{683}$,19.37367167091535,2.3056353724058525,-77.70002019752309,"[19.37367167091535, 2.3056353724058525]","[19.37367167091535, 2.3056353724058525, -77.70002019752309]"
$X_{684}$,6.999656266419883,11.287563421983272,59.17312104179802,"[6.999656266419883, 11.287563421983272]","[6.999656266419883, 11.287563421983272, 59.17312104179802]"
$X_{685}$,-17.180025169417302,-1.7396680086919538,32.674948792360404,"[-17.180025169417302, -1.7396680086919538]","[-17.180025169417302, -1.7396680086919538, 32.674948792360404]"
$X_{686}$,-6.278086762327785,-11.084723647818508,-50.21903642989896,"[-6.278086762327785, -11.084723647818508]","[-6.278086762327785, -11.084723647818508, -50.21903642989896]"
$X_{687}$,11.662718059205403,-1.3393650912662736,-53.77257537824781,"[11.662718059205403, -1.3393650912662736]","[11.662718059205403, -1.3393650912662736, -53.77257537824781]"
$X_{688}$,3.881031749119167,-7.234436809859982,-69.77078549417357,"[3.881031749119167, -7.234436809859982]","[3.881031749119167, -7.234436809859982, -69.77078549417357]"
$X_{689}$,11.759955955646937,16.93371699929361,84.70727517266519,"[11.759955955646937, 16.93371699929361]","[11.759955955646937, 16.93371699929361, 84.70727517266519]"
$X_{690}$,-19.992472794938713,-16.613647850385643,5.781343316406847,"[-19.992472794938713, -16.613647850385643]","[-19.992472794938713, -16.613647850385643, 5.781343316406847]"
$X_{691}$,-13.235028533886585,19.90951102178213,198.13625481488808,"[-13.235028533886585, 19.90951102178213]","[-13.235028533886585, 19.90951102178213, 198.13625481488808]"
$X_{692}$,-4.442260400506699,12.55772062424414,67.71351378097879,"[-4.442260400506699, 12.55772062424414]","[-4.442260400506699, 12.55772062424414, 67.71351378097879]"
$X_{693}$,-9.18246337552953,-18.18635877226709,-29.912420193992943,"[-9.18246337552953, -18.18635877226709]","[-9.18246337552953, -18.18635877226709, -29.912420193992943]"
$X_{694}$,-18.81598248667515,6.647432696170696,136.68998854525228,"[-18.81598248667515, 6.647432696170696]","[-18.81598248667515, 6.647432696170696, 136.68998854525228]"
$X_{695}$,18.105946443253025,-16.000270221614542,-90.89136681250727,"[18.105946443253025, -16.000270221614542]","[18.105946443253025, -16.000270221614542, -90.89136681250727]"
$X_{696}$,8.232061011541738,13.31431420029788,62.21286094118435,"[8.232061011541738, 13.31431420029788]","[8.232061011541738, 13.31431420029788, 62.21286094118435]"
$X_{697}$,-14.663858162440278,7.925132864619513,131.14614323930093,"[-14.663858162440278, 7.925132864619513]","[-14.663858162440278, 7.925132864619513, 131.14614323930093]"
$X_{698}$,-4.371151154433592,-0.6060410474273894,43.72828079729715,"[-4.371151154433592, -0.6060410474273894]","[-4.371151154433592, -0.6060410474273894, 43.72828079729715]"
$X_{699}$,-16.98507225099882,17.47641032761205,137.94587851084003,"[-16.98507225099882, 17.47641032761205]","[-16.98507225099882, 17.47641032761205, 137.94587851084003]"
$X_{700}$,19.818275921910356,-14.775280588070899,-136.95297254008852,"[19.818275921910356, -14.775280588070899]","[19.818275921910356, -14.775280588070899, -136.95297254008852]"
$X_{701}$,-8.061317639372296,12.899032417589595,145.64307896772365,"[-8.061317639372296, 12.899032417589595]","[-8.061317639372296, 12.899032417589595, 145.64307896772365]"
$X_{702}$,-12.045777532495192,-18.89321231504326,-29.42607672998831,"[-12.045777532495192, -18.89321231504326]","[-12.045777532495192, -18.89321231504326, -29.42607672998831]"
$X_{703}$,12.141665560593083,6.183281383915844,-15.570648199400818,"[12.141665560593083, 6.183281383915844]","[12.141665560593083, 6.183281383915844, -15.570648199400818]"
$X_{704}$,11.534048739757612,14.899114803215227,99.60570232884987,"[11.534048739757612, 14.899114803215227]","[11.534048739757612, 14.899114803215227, 99.60570232884987]"
$X_{705}$,-19.229417413479357,-0.38439781373702075,90.28709265771724,"[-19.229417413479357, -0.38439781373702075]","[-19.229417413479357, -0.38439781373702075, 90.28709265771724]"
$X_{706}$,-11.561078020645681,-18.929731718049318,-73.9137914674854,"[-11.561078020645681, -18.929731718049318]","[-11.561078020645681, -18.929731718049318, -73.9137914674854]"
$X_{707}$,0.6919732980717157,0.8094100871795007,-1.3178512978598143,"[0.6919732980717157, 0.8094100871795007]","[0.6919732980717157, 0.8094100871795007, -1.3178512978598143]"
$X_{708}$,5.377100157692599,-16.50327374233043,-129.7461004434043,"[5.377100157692599, -16.50327374233043]","[5.377100157692599, -16.50327374233043, -129.7461004434043]"
$X_{709}$,10.655157235371846,10.509467690231325,77.1601482268655,"[10.655157235371846, 10.509467690231325]","[10.655157235371846, 10.509467690231325, 77.1601482268655]"
$X_{710}$,-1.5323667532616483,-11.028508640317533,-77.49052804919555,"[-1.5323667532616483, -11.028508640317533]","[-1.5323667532616483, -11.028508640317533, -77.49052804919555]"
$X_{711}$,-16.2865423948399,1.5318820634094692,99.90788482734914,"[-16.2865423948399, 1.5318820634094692]","[-16.2865423948399, 1.5318820634094692, 99.90788482734914]"
$X_{712}$,16.943684352447036,-15.26191431043503,-156.64813669174893,"[16.943684352447036, -15.26191431043503]","[16.943684352447036, -15.26191431043503, -156.64813669174893]"
$X_{713}$,4.472379950840587,-3.8734467727161785,-18.07007840956613,"[4.472379950840587, -3.8734467727161785]","[4.472379950840587, -3.8734467727161785, -18.07007840956613]"
$X_{714}$,-14.9312811770316,-11.235312674768565,33.906312733495184,"[-14.9312811770316, -11.235312674768565]","[-14.9312811770316, -11.235312674768565, 33.906312733495184]"
$X_{715}$,-9.371233037883036,-17.467363211592115,-11.971632990451162,"[-9.371233037883036, -17.467363211592115]","[-9.371233037883036, -17.467363211592115, -11.971632990451162]"
$X_{716}$,-15.12016350184313,-19.15699860891138,-64.37203388656094,"[-15.12016350184313, -19.15699860891138]","[-15.12016350184313, -19.15699860891138, -64.37203388656094]"
$X_{717}$,-13.82212663267422,11.247585222006734,96.21604821831605,"[-13.82212663267422, 11.247585222006734]","[-13.82212663267422, 11.247585222006734, 96.21604821831605]"
$X_{718}$,-3.2392695306735604,5.658075240780683,28.548325935463698,"[-3.2392695306735604, 5.658075240780683]","[-3.2392695306735604, 5.658075240780683, 28.548325935463698]"
$X_{719}$,4.545210402613439,-15.815430355279986,-108.89606677422232,"[4.545210402613439, -15.815430355279986]","[4.545210402613439, -15.815430355279986, -108.89606677422232]"
$X_{720}$,13.06070442159539,-18.71083875163255,-118.2164158868336,"[13.06070442159539, -18.71083875163255]","[13.06070442159539, -18.71083875163255, -118.2164158868336]"
$X_{721}$,-3.9070361184937,14.122548365591008,68.54884924836237,"[-3.9070361184937, 14.122548365591008]","[-3.9070361184937, 14.122548365591008, 68.54884924836237]"
$X_{722}$,19.119092682669518,2.383495270196253,-76.1679334534731,"[19.119092682669518, 2.383495270196253]","[19.119092682669518, 2.383495270196253, -76.1679334534731]"
$X_{723}$,-14.511221858344637,19.073275897553913,197.84595426988705,"[-14.511221858344637, 19.073275897553913]","[-14.511221858344637, 19.073275897553913, 197.84595426988705]"
$X_{724}$,-15.184861591340928,-10.293707648792342,30.54699227493208,"[-15.184861591340928, -10.293707648792342]","[-15.184861591340928, -10.293707648792342, 30.54699227493208]"
$X_{725}$,16.296017326141417,-5.324534431939544,-102.12017634977269,"[16.296017326141417, -5.324534431939544]","[16.296017326141417, -5.324534431939544, -102.12017634977269]"
$X_{726}$,12.734425110279219,3.221277571771175,0.37862375606459686,"[12.734425110279219, 3.221277571771175]","[12.734425110279219, 3.221277571771175, 0.37862375606459686]"
$X_{727}$,-9.730649346673129,6.801249182012338,78.63641979235723,"[-9.730649346673129, 6.801249182012338]","[-9.730649346673129, 6.801249182012338, 78.63641979235723]"
$X_{728}$,16.56244974691794,-6.046994525215981,-39.07900406698212,"[16.56244974691794, -6.046994525215981]","[16.56244974691794, -6.046994525215981, -39.07900406698212]"
$X_{729}$,-18.885452838046476,-19.11814638147628,3.7048132034228303,"[-18.885452838046476, -19.11814638147628]","[-18.885452838046476, -19.11814638147628, 3.7048132034228303]"
$X_{730}$,6.045338823004887,-2.167035443877122,-15.827077571430399,"[6.045338823004887, -2.167035443877122]","[6.045338823004887, -2.167035443877122, -15.827077571430399]"
$X_{731}$,5.016936207413153,7.723134504911414,57.784305007498716,"[5.016936207413153, 7.723134504911414]","[5.016936207413153, 7.723134504911414, 57.784305007498716]"
$X_{732}$,-11.581300986169666,-3.2297431827432916,41.00877721356115,"[-11.581300986169666, -3.2297431827432916]","[-11.581300986169666, -3.2297431827432916, 41.00877721356115]"
$X_{733}$,15.995396174213397,-17.631000747974998,-79.98587099939371,"[15.995396174213397, -17.631000747974998]","[15.995396174213397, -17.631000747974998, -79.98587099939371]"
$X_{734}$,-14.816304944985351,18.781845944635286,111.86381049263754,"[-14.816304944985351, 18.781845944635286]","[-14.816304944985351, 18.781845944635286, 111.86381049263754]"
$X_{735}$,5.956218145166503,-12.243424221976342,-65.16781297709231,"[5.956218145166503, -12.243424221976342]","[5.956218145166503, -12.243424221976342, -65.16781297709231]"
$X_{736}$,1.407855789967872,13.433963026364204,77.41306512403357,"[1.407855789967872, 13.433963026364204]","[1.407855789967872, 13.433963026364204, 77.41306512403357]"
$X_{737}$,-11.62298732233463,-5.639594072618962,3.419491456532411,"[-11.62298732233463, -5.639594072618962]","[-11.62298732233463, -5.639594072618962, 3.419491456532411]"
$X_{738}$,3.936287114818235,0.45148419216159397,-43.793887949490596,"[3.936287114818235, 0.45148419216159397]","[3.936287114818235, 0.45148419216159397, -43.793887949490596]"
$X_{739}$,1.0620582790961244,-5.991370293018029,2.499591904101983,"[1.0620582790961244, -5.991370293018029]","[1.0620582790961244, -5.991370293018029, 2.499591904101983]"
$X_{740}$,-11.500539014949158,10.867590570234977,144.27411188305604,"[-11.500539014949158, 10.867590570234977]","[-11.500539014949158, 10.867590570234977, 144.27411188305604]"
$X_{741}$,-10.083750705832673,2.8265801880173456,10.596974444449643,"[-10.083750705832673, 2.8265801880173456]","[-10.083750705832673, 2.8265801880173456, 10.596974444449643]"
$X_{742}$,4.861853143265307,-8.506471582432926,-79.82623973714527,"[4.861853143265307, -8.506471582432926]","[4.861853143265307, -8.506471582432926, -79.82623973714527]"
$X_{743}$,1.5645045196835063,-17.175867082616204,-83.47698830377264,"[1.5645045196835063, -17.175867082616204]","[1.5645045196835063, -17.175867082616204, -83.47698830377264]"
$X_{744}$,8.125315246799968,-5.9089449048290845,-80.23786078643923,"[8.125315246799968, -5.9089449048290845]","[8.125315246799968, -5.9089449048290845, -80.23786078643923]"
$X_{745}$,-16.579447148721695,0.25990433830368787,23.433454838031224,"[-16.579447148721695, 0.25990433830368787]","[-16.579447148721695, 0.25990433830368787, 23.433454838031224]"
$X_{746}$,13.628341969417946,16.605983230342986,42.53616894405815,"[13.628341969417946, 16.605983230342986]","[13.628341969417946, 16.605983230342986, 42.53616894405815]"
$X_{747}$,-12.498718697303541,1.0618367231666213,38.328669042478545,"[-12.498718697303541, 1.0618367231666213]","[-12.498718697303541, 1.0618367231666213, 38.328669042478545]"
$X_{748}$,-18.27603986662531,-16.129737110824887,-44.18069158100682,"[-18.27603986662531, -16.129737110824887]","[-18.27603986662531, -16.129737110824887, -44.18069158100682]"
$X_{749}$,-1.2857760893439263,-14.2677432866076,-34.722997237912026,"[-1.2857760893439263, -14.2677432866076]","[-1.2857760893439263, -14.2677432866076, -34.722997237912026]"
$X_{750}$,3.446317981210459,-19.969241544333414,-92.22459630229262,"[3.446317981210459, -19.969241544333414]","[3.446317981210459, -19.969241544333414, -92.22459630229262]"
$X_{751}$,18.975137294511697,-2.8536356075940397,-48.75046146949154,"[18.975137294511697, -2.8536356075940397]","[18.975137294511697, -2.8536356075940397, -48.75046146949154]"
$X_{752}$,-13.258252345912545,-9.391129227264074,-22.258397619419753,"[-13.258252345912545, -9.391129227264074]","[-13.258252345912545, -9.391129227264074, -22.258397619419753]"
$X_{753}$,12.66547718280529,9.909590878841872,-5.025534648866877,"[12.66547718280529, 9.909590878841872]","[12.66547718280529, 9.909590878841872, -5.025534648866877]"
$X_{754}$,-8.336671566966176,-3.0022475498309156,62.281199184122464,"[-8.336671566966176, -3.0022475498309156]","[-8.336671566966176, -3.0022475498309156, 62.281199184122464]"
$X_{755}$,-1.4425718577185975,2.8017024148180134,-2.2542626790973443,"[-1.4425718577185975, 2.8017024148180134]","[-1.4425718577185975, 2.8017024148180134, -2.2542626790973443]"
$X_{756}$,-8.09895785223706,-2.107263667411491,38.51667932650127,"[-8.09895785223706, -2.107263667411491]","[-8.09895785223706, -2.107263667411491, 38.51667932650127]"
$X_{757}$,-10.178077973391137,-5.62924296466219,-28.904768073648622,"[-10.178077973391137, -5.62924296466219]","[-10.178077973391137, -5.62924296466219, -28.904768073648622]"
$X_{758}$,-10.68292847163304,-7.972088904138012,17.797854988137004,"[-10.68292847163304, -7.972088904138012]","[-10.68292847163304, -7.972088904138012, 17.797854988137004]"
$X_{759}$,10.825939186060584,-1.0629640227022605,-34.29077066674962,"[10.825939186060584, -1.0629640227022605]","[10.825939186060584, -1.0629640227022605, -34.29077066674962]"
$X_{760}$,-16.836460775739816,7.942925796408726,65.31982777563252,"[-16.836460775739816, 7.942925796408726]","[-16.836460775739816, 7.942925796408726, 65.31982777563252]"
$X_{761}$,-18.253149310228043,9.546847063652287,139.13998302998453,"[-18.253149310228043, 9.546847063652287]","[-18.253149310228043, 9.546847063652287, 139.13998302998453]"
$X_{762}$,-12.278362987798763,15.305354454251805,106.20372348113895,"[-12.278362987798763, 15.305354454251805]","[-12.278362987798763, 15.305354454251805, 106.20372348113895]"
$X_{763}$,-11.21924166775132,7.716928541028217,86.90638691858987,"[-11.21924166775132, 7.716928541028217]","[-11.21924166775132, 7.716928541028217, 86.90638691858987]"
$X_{764}$,11.766316074752126,7.7403727969327605,50.19193907267942,"[11.766316074752126, 7.7403727969327605]","[11.766316074752126, 7.7403727969327605, 50.19193907267942]"
$X_{765}$,-8.384705375042842,-8.876171657137654,-12.98950533327936,"[-8.384705375042842, -8.876171657137654]","[-8.384705375042842, -8.876171657137654, -12.98950533327936]"
$X_{766}$,-18.37266815479329,-12.76628360730609,16.378623955378373,"[-18.37266815479329, -12.76628360730609]","[-18.37266815479329, -12.76628360730609, 16.378623955378373]"
$X_{767}$,15.267378338166338,-1.8024961125538574,-78.02223737616896,"[15.267378338166338, -1.8024961125538574]","[15.267378338166338, -1.8024961125538574, -78.02223737616896]"
$X_{768}$,-15.98517847567635,3.6289076145774857,108.00102925165746,"[-15.98517847567635, 3.6289076145774857]","[-15.98517847567635, 3.6289076145774857, 108.00102925165746]"
$X_{769}$,-14.108634284549577,1.0615453956948215,65.19156387705577,"[-14.108634284549577, 1.0615453956948215]","[-14.108634284549577, 1.0615453956948215, 65.19156387705577]"
$X_{770}$,5.856788887517055,5.616667231861669,-4.269078482230526,"[5.856788887517055, 5.616667231861669]","[5.856788887517055, 5.616667231861669, -4.269078482230526]"
$X_{771}$,10.908011881924331,0.30788676592339925,-0.27929687637046285,"[10.908011881924331, 0.30788676592339925]","[10.908011881924331, 0.30788676592339925, -0.27929687637046285]"
$X_{772}$,-14.143107528217445,3.6203072131078073,117.33021670510271,"[-14.143107528217445, 3.6203072131078073]","[-14.143107528217445, 3.6203072131078073, 117.33021670510271]"
$X_{773}$,-5.218857239201785,-9.057273929882989,-64.51902858593017,"[-5.218857239201785, -9.057273929882989]","[-5.218857239201785, -9.057273929882989, -64.51902858593017]"
$X_{774}$,9.704033934136092,-16.551803735476444,-154.75285077832316,"[9.704033934136092, -16.551803735476444]","[9.704033934136092, -16.551803735476444, -154.75285077832316]"
$X_{775}$,-12.358526711476255,8.361949681875874,62.72595075704958,"[-12.358526711476255, 8.361949681875874]","[-12.358526711476255, 8.361949681875874, 62.72595075704958]"
$X_{776}$,-8.192463157048726,-10.561130985416911,-8.302119247038606,"[-8.192463157048726, -10.561130985416911]","[-8.192463157048726, -10.561130985416911, -8.302119247038606]"
$X_{777}$,-11.26318283482358,11.5314140613255,65.30774142985425,"[-11.26318283482358, 11.5314140613255]","[-11.26318283482358, 11.5314140613255, 65.30774142985425]"
$X_{778}$,-8.03965332709117,-12.496973185188512,-41.02941345608332,"[-8.03965332709117, -12.496973185188512]","[-8.03965332709117, -12.496973185188512, -41.02941345608332]"
$X_{779}$,14.916777595807304,6.893578955735492,-27.45548983164688,"[14.916777595807304, 6.893578955735492]","[14.916777595807304, 6.893578955735492, -27.45548983164688]"
$X_{780}$,19.95804908208447,7.226937349677684,9.419279909440718,"[19.95804908208447, 7.226937349677684]","[19.95804908208447, 7.226937349677684, 9.419279909440718]"
$X_{781}$,6.671711184427352,1.69132772216091,-12.08334108756505,"[6.671711184427352, 1.69132772216091]","[6.671711184427352, 1.69132772216091, -12.08334108756505]"
$X_{782}$,16.664063251529832,-10.642453190083963,-112.96477905731297,"[16.664063251529832, -10.642453190083963]","[16.664063251529832, -10.642453190083963, -112.96477905731297]"
$X_{783}$,2.6478127043647035,-9.005196548322996,-32.59357224346607,"[2.6478127043647035, -9.005196548322996]","[2.6478127043647035, -9.005196548322996, -32.59357224346607]"
$X_{784}$,-8.982047344648251,-5.172850548639701,6.825320447039472,"[-8.982047344648251, -5.172850548639701]","[-8.982047344648251, -5.172850548639701, 6.825320447039472]"
$X_{785}$,-13.457025212565537,18.574394463207256,190.73354455993393,"[-13.457025212565537, 18.574394463207256]","[-13.457025212565537, 18.574394463207256, 190.73354455993393]"
$X_{786}$,-15.619609488387209,-19.603527797092028,-22.992455310049557,"[-15.619609488387209, -19.603527797092028]","[-15.619609488387209, -19.603527797092028, -22.992455310049557]"
$X_{787}$,14.272969957548057,-12.003462241337534,-77.17346510460558,"[14.272969957548057, -12.003462241337534]","[14.272969957548057, -12.003462241337534, -77.17346510460558]"
$X_{788}$,15.857580066495657,9.542123661215427,-0.2686986240527336,"[15.857580066495657, 9.542123661215427]","[15.857580066495657, 9.542123661215427, -0.2686986240527336]"
$X_{789}$,4.622133033558029,-11.172088352451786,-55.622084882938566,"[4.622133033558029, -11.172088352451786]","[4.622133033558029, -11.172088352451786, -55.622084882938566]"
$X_{790}$,-5.868197530228443,8.081962039413103,71.08417277091581,"[-5.868197530228443, 8.081962039413103]","[-5.868197530228443, 8.081962039413103, 71.08417277091581]"
$X_{791}$,9.695754394005537,10.53798129090952,45.52264625578721,"[9.695754394005537, 10.53798129090952]","[9.695754394005537, 10.53798129090952, 45.52264625578721]"
$X_{792}$,11.95239548518149,-0.9353764528048423,-64.46893090321123,"[11.95239548518149, -0.9353764528048423]","[11.95239548518149, -0.9353764528048423, -64.46893090321123]"
$X_{793}$,5.781122548758063,-3.4669241489638836,-38.09906150772633,"[5.781122548758063, -3.4669241489638836]","[5.781122548758063, -3.4669241489638836, -38.09906150772633]"
$X_{794}$,19.273320650760304,-0.9994906084310173,-67.14616705866021,"[19.273320650760304, -0.9994906084310173]","[19.273320650760304, -0.9994906084310173, -67.14616705866021]"
$X_{795}$,-2.064286676974426,4.088289126290366,58.648171828383255,"[-2.064286676974426, 4.088289126290366]","[-2.064286676974426, 4.088289126290366, 58.648171828383255]"
$X_{796}$,13.290998641194669,-15.938169449037908,-106.37996940917999,"[13.290998641194669, -15.938169449037908]","[13.290998641194669, -15.938169449037908, -106.37996940917999]"
$X_{797}$,14.846011859909396,8.787986805912485,10.86070630293617,"[14.846011859909396, 8.787986805912485]","[14.846011859909396, 8.787986805912485, 10.86070630293617]"
$X_{798}$,-9.809466941354312,-15.980741075241749,-1.671653579333153,"[-9.809466941354312, -15.980741075241749]","[-9.809466941354312, -15.980741075241749, -1.671653579333153]"
$X_{799}$,0.8059308759492083,-19.423321990542192,-44.388465316383495,"[0.8059308759492083, -19.423321990542192]","[0.8059308759492083, -19.423321990542192, -44.388465316383495]"
$X_{800}$,-9.794670387060446,7.0332602438847545,64.9392213359938,"[-9.794670387060446, 7.0332602438847545]","[-9.794670387060446, 7.0332602438847545, 64.9392213359938]"
$X_{801}$,8.405714630596805,1.6723216150884923,33.08982852200816,"[8.405714630596805, 1.6723216150884923]","[8.405714630596805, 1.6723216150884923, 33.08982852200816]"
$X_{802}$,8.21357829365526,-1.2505786007791855,-24.288227178700048,"[8.21357829365526, -1.2505786007791855]","[8.21357829365526, -1.2505786007791855, -24.288227178700048]"
$X_{803}$,-11.6361401159018,17.013584766689917,93.34997814797583,"[-11.6361401159018, 17.013584766689917]","[-11.6361401159018, 17.013584766689917, 93.34997814797583]"
$X_{804}$,12.099123576061345,9.909007245323473,12.694673076778558,"[12.099123576061345, 9.909007245323473]","[12.099123576061345, 9.909007245323473, 12.694673076778558]"
$X_{805}$,2.030466227357511,17.427967623704063,137.04782299024092,"[2.030466227357511, 17.427967623704063]","[2.030466227357511, 17.427967623704063, 137.04782299024092]"
$X_{806}$,4.53009917033522,-4.554870483227491,-3.376732689291007,"[4.53009917033522, -4.554870483227491]","[4.53009917033522, -4.554870483227491, -3.376732689291007]"
$X_{807}$,12.835575168543194,0.799752748280973,-39.082047295787,"[12.835575168543194, 0.799752748280973]","[12.835575168543194, 0.799752748280973, -39.082047295787]"
$X_{808}$,-13.878003453820206,2.506729088989484,92.54673300007173,"[-13.878003453820206, 2.506729088989484]","[-13.878003453820206, 2.506729088989484, 92.54673300007173]"
$X_{809}$,-6.1892946416517205,-7.139189937784245,8.85899508968248,"[-6.1892946416517205, -7.139189937784245]","[-6.1892946416517205, -7.139189937784245, 8.85899508968248]"
$X_{810}$,13.527043861224044,-1.0987890045535025,-75.55892250413083,"[13.527043861224044, -1.0987890045535025]","[13.527043861224044, -1.0987890045535025, -75.55892250413083]"
$X_{811}$,11.176271827510252,16.102127993366395,108.15568302817016,"[11.176271827510252, 16.102127993366395]","[11.176271827510252, 16.102127993366395, 108.15568302817016]"
$X_{812}$,-0.7205748301608814,9.244155789674817,29.315833732543545,"[-0.7205748301608814, 9.244155789674817]","[-0.7205748301608814, 9.244155789674817, 29.315833732543545]"
$X_{813}$,-3.33886835235408,-0.6232457372910645,4.992735480460771,"[-3.33886835235408, -0.6232457372910645]","[-3.33886835235408, -0.6232457372910645, 4.992735480460771]"
$X_{814}$,-11.508807795586078,2.470864266003513,90.33770116826562,"[-11.508807795586078, 2.470864266003513]","[-11.508807795586078, 2.470864266003513, 90.33770116826562]"
$X_{815}$,-7.576826749847401,13.496866792575076,69.9477342494265,"[-7.576826749847401, 13.496866792575076]","[-7.576826749847401, 13.496866792575076, 69.9477342494265]"
$X_{816}$,-16.161110815412666,18.235282383109087,140.90713455958766,"[-16.161110815412666, 18.235282383109087]","[-16.161110815412666, 18.235282383109087, 140.90713455958766]"
$X_{817}$,-3.177248095554223,12.14844116237471,48.90309019721539,"[-3.177248095554223, 12.14844116237471]","[-3.177248095554223, 12.14844116237471, 48.90309019721539]"
$X_{818}$,19.822348216099954,19.085186757187614,20.208084719585464,"[19.822348216099954, 19.085186757187614]","[19.822348216099954, 19.085186757187614, 20.208084719585464]"
$X_{819}$,-0.7372687091611638,7.346752305720155,17.585820407746752,"[-0.7372687091611638, 7.346752305720155]","[-0.7372687091611638, 7.346752305720155, 17.585820407746752]"
$X_{820}$,-17.510131447235953,16.659115558215404,149.1224881434584,"[-17.510131447235953, 16.659115558215404]","[-17.510131447235953, 16.659115558215404, 149.1224881434584]"
$X_{821}$,-5.1577636206595034,2.69884593983209,1.2160106465200329,"[-5.1577636206595034, 2.69884593983209]","[-5.1577636206595034, 2.69884593983209, 1.2160106465200329]"
$X_{822}$,-18.993485854233157,14.88462751362885,180.96379536729037,"[-18.993485854233157, 14.88462751362885]","[-18.993485854233157, 14.88462751362885, 180.96379536729037]"
$X_{823}$,0.7434359454272581,-6.134737122207344,-19.656178418873726,"[0.7434359454272581, -6.134737122207344]","[0.7434359454272581, -6.134737122207344, -19.656178418873726]"
$X_{824}$,5.686858204294168,5.250237818297457,27.37318961775857,"[5.686858204294168, 5.250237818297457]","[5.686858204294168, 5.250237818297457, 27.37318961775857]"
$X_{825}$,-15.913017923651406,-10.88768054825556,-25.637891695816954,"[-15.913017923651406, -10.88768054825556]","[-15.913017923651406, -10.88768054825556, -25.637891695816954]"
$X_{826}$,-4.976982150009771,15.93171172599095,153.99296217660674,"[-4.976982150009771, 15.93171172599095]","[-4.976982150009771, 15.93171172599095, 153.99296217660674]"
$X_{827}$,-5.549055672867308,8.59468481667107,29.36629123276704,"[-5.549055672867308, 8.59468481667107]","[-5.549055672867308, 8.59468481667107, 29.36629123276704]"
$X_{828}$,5.421363478438074,-14.067069590148794,-97.58368122612418,"[5.421363478438074, -14.067069590148794]","[5.421363478438074, -14.067069590148794, -97.58368122612418]"
$X_{829}$,-11.235777374696255,-1.65804276071826,-3.081169268106464,"[-11.235777374696255, -1.65804276071826]","[-11.235777374696255, -1.65804276071826, -3.081169268106464]"
$X_{830}$,1.6567687254492505,-3.4628314772842117,9.34565944296769,"[1.6567687254492505, -3.4628314772842117]","[1.6567687254492505, -3.4628314772842117, 9.34565944296769]"
$X_{831}$,2.195005650062342,10.391862377234968,24.41643361702895,"[2.195005650062342, 10.391862377234968]","[2.195005650062342, 10.391862377234968, 24.41643361702895]"
$X_{832}$,-10.021961071242412,12.269359179527406,63.027562706047064,"[-10.021961071242412, 12.269359179527406]","[-10.021961071242412, 12.269359179527406, 63.027562706047064]"
$X_{833}$,14.808523840381625,-10.504032966492712,-95.42949894664181,"[14.808523840381625, -10.504032966492712]","[14.808523840381625, -10.504032966492712, -95.42949894664181]"
$X_{834}$,5.199638424054392,3.21567680214914,-26.019439087711497,"[5.199638424054392, 3.21567680214914]","[5.199638424054392, 3.21567680214914, -26.019439087711497]"
$X_{835}$,-6.760953776671936,-16.942535132973763,-65.07063314909094,"[-6.760953776671936, -16.942535132973763]","[-6.760953776671936, -16.942535132973763, -65.07063314909094]"
